t_epoch,t_elapsed_s,ap,url,position_s,duration_s,state,is_buffering,buffer_pct,cum_stall_events,cum_stall_time_s
1783941648.572,30.216,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,1,0.0,1,0.673
1783941649.573,31.217,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,1,0.0,1,1.674
1783941650.574,32.218,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,1,0.0,1,2.675
1783941651.575,33.220,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,1,0.0,1,3.676
1783941652.576,34.221,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,1,0.0,1,4.677
1783941653.577,35.222,2,http://10.0.0.100:8082/Video.mp4,7.150,634.600,State.Playing,0,100.0,1,5.555
1783941654.578,36.223,2,http://10.0.0.100:8082/Video.mp4,7.834,634.600,State.Playing,0,100.0,1,5.555
1783941655.754,37.399,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941656.755,38.399,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941657.756,39.400,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941658.757,40.402,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941659.758,41.402,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941660.759,42.403,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941661.760,43.404,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941662.761,44.405,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,0,0.0,1,5.555
1783941663.762,45.406,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,5.699
1783941664.762,46.407,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,6.700
1783941665.763,47.408,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,7.701
1783941666.764,48.409,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,8.702
1783941667.765,49.410,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,9.703
1783941668.766,50.411,3,http://10.0.0.100:8083/Video.mp4,8.333,634.600,State.Playing,1,0.0,2,10.704
1783941669.791,51.435,4,http://10.0.0.100:8084/Video.mp4,0.000,0.000,State.Opening,0,0.0,2,11.011
1783941670.942,52.587,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941671.944,53.588,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941672.945,54.590,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941673.946,55.591,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941674.948,56.592,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941675.949,57.594,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941676.951,58.595,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941677.952,59.597,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,0,0.0,2,11.011
1783941678.954,60.599,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,1,0.0,3,11.849
1783941679.955,61.600,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,1,0.0,3,12.851
1783941680.957,62.602,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,1,0.0,3,13.852
1783941681.959,63.603,4,http://10.0.0.100:8084/Video.mp4,8.583,634.600,State.Playing,1,0.0,3,14.854
